  1   1  0.181016
  2   2  0.559330
  3   3  0.634867
  4   4  0.551474
  5   5  0.564193
  6   6  0.448267
  7   7  0.440038
  8   8  0.449991
  9   9  0.560857
 10  10  0.720491
 11  11  0.723443
 12  12  0.714829
 13  13  0.716363
 14  14  0.647761
 15  15  0.065207
 16  16  0.726130
 17  17  0.780093
 18  18  0.827627
 19  19  0.815266
 20  20  0.827586
 21  21  0.854837
 22  22  0.848591
 23  23  0.866417
 24  24  0.878003
 25  25  0.889573
 26  26  0.906475
 27  27  0.899392
 28  28  0.888749
 29  29  0.813874
 30  30  0.042776
 31  31  0.746430
 32  32  0.797460
 33  33  0.873156
 34  34  0.886494
 35  35  0.891361
 36  36  0.909932
 37  37  0.911739
 38  38  0.907981
 39  39  0.920763
 40  40  0.931124
 41  41  0.929939
 42  42  0.924015
 43  43  0.903128
 44  44  0.810306
 45  45  0.035097
 46  46  0.741689
 47  47  0.844308
 48  48  0.905259
 49  49  0.922859
 50  50  0.928870
 51  51  0.934202
 52  52  0.932360
 53  53  0.935209
 54  54  0.942523
 55  55  0.941947
 56  56  0.939478
 57  57  0.929864
 58  58  0.907995
 59  59  0.747731
 60  60  0.006038
 61  61  0.763655
 62  62  0.895009
 63  63  0.927109
 64  64  0.939860
 65  65  0.945638
 66  66  0.948152
 67  67  0.947589
 68  68  0.947820
 69  69  0.949385
 70  70  0.945730
 71  71  0.942492
 72  72  0.927681
 73  73  0.873253
 74  74  0.635462
 75  75  0.000499
 76  76  0.809587
 77  77  0.918500
 78  78  0.940857
 79  79  0.949840
 80  80  0.954559
 81  81  0.954680
 82  82  0.955179
 83  83  0.954327
 84  84  0.952198
 85  85  0.945855
 86  86  0.936072
 87  87  0.904386
 88  88  0.800989
 89  89  0.251048
 90  90  0.000000
 91  91  0.839138
 92  92  0.931773
 93  93  0.948252
 94  94  0.956066
 95  95  0.957057
 96  96  0.957340
 97  97  0.957439
 98  98  0.955273
 99  99  0.950819
100 100  0.939682
101 101  0.909018
102 102  0.823759
103 103  0.548701
104 104  0.142974
105 105  0.000000
106 106  0.867497
107 107  0.943180
108 108  0.953562
109 109  0.956715
110 110  0.957917
111 111  0.957524
112 112  0.955793
113 113  0.953541
114 114  0.946036
115 115  0.930273
116 116  0.894124
117 117  0.734444
118 118  0.310205
119 119  0.095740
120 120  0.000000
121 121  0.574948
122 122  0.917966
123 123  0.947923
