90 32 10p 0 0 CM Tibetan Plateau
102 25.5 10p 0 0 CM Yunnan
109 25.5 10p 0 0 CM Yangtze
109 24.5 10p 0 0 CM Craton
105 31 10p 0 0 CM Sichuan
105 30 10p 0 0 CM Basin
85 24.5 10p 0 0 CM India
95.5 23 10p 0 0 CM Burma
