98.25 28.7 16 0 0 CM F1 
98.25 24.9 16 0 0 CM F1
100.3 23.7 16 0 0 CM F2
101.2 24.3 16 0 0 CM F3
101.0 27.3 16 0 0 CM F4
103.0 26.6 16 0 0 CM F5
103.8 26.4 20 0 0 CM I
101.2 23.4 20 0 0 CM II
101.6 25.9 20 0 0 CM III
98.8 23.8 20 0 0 CM IV
