101.2000 23.4000 2.7100
101.6000 23.4000 2.7278
102.0000 23.4000 2.7337
102.4000 23.4000 2.8207
102.8000 23.4000 2.7420
103.2000 23.4000 2.8880
106.0000 23.4000 2.9589
106.4000 23.4000 2.9472
106.8000 23.4000 
98.4000 23.8000 
98.8000 23.8000 
99.2000 23.8000 2.8232
99.6000 23.8000 2.8329
100.0000 23.8000 2.8928
100.4000 23.8000 2.8646
100.8000 23.8000 2.7952
101.2000 23.8000 2.8051
101.6000 23.8000 2.9128
102.0000 23.8000 2.8761
102.4000 23.8000 2.7738
102.8000 23.8000 2.7244
103.2000 23.8000 2.7684
103.6000 23.8000 2.8688
104.0000 23.8000 2.8674
104.4000 23.8000 2.8919
104.8000 23.8000 2.8642
105.2000 23.8000 2.8361
105.6000 23.8000 2.9388
106.0000 23.8000 2.9522
106.4000 23.8000 2.9886
106.8000 23.8000 
98.4000 24.2000 
98.8000 24.2000 2.7345
99.2000 24.2000 2.7954
99.6000 24.2000 2.8219
100.0000 24.2000 2.8466
100.4000 24.2000 2.8512
100.8000 24.2000 2.8292
101.2000 24.2000 2.8558
101.6000 24.2000 2.8830
102.0000 24.2000 2.8962
102.4000 24.2000 2.7828
102.8000 24.2000 2.6600
103.2000 24.2000 2.7416
103.6000 24.2000 2.8253
104.0000 24.2000 2.8173
104.4000 24.2000 2.8429
104.8000 24.2000 2.9235
105.2000 24.2000 2.9380
105.6000 24.2000 2.9368
106.0000 24.2000 2.9922
106.4000 24.2000 3.0826
106.8000 24.2000 
98.4000 24.6000 2.8644
98.8000 24.6000 2.7819
99.2000 24.6000 2.7942
99.6000 24.6000 2.8505
100.0000 24.6000 2.8898
100.4000 24.6000 2.8751
100.8000 24.6000 2.8676
101.2000 24.6000 2.8612
101.6000 24.6000 2.7841
102.0000 24.6000 2.7328
102.4000 24.6000 2.7258
102.8000 24.6000 2.7290
103.2000 24.6000 2.7344
103.6000 24.6000 2.7179
104.0000 24.6000 2.7776
104.4000 24.6000 2.8096
104.8000 24.6000 2.9062
105.2000 24.6000 2.9235
105.6000 24.6000 2.8740
106.0000 24.6000 2.9783
106.4000 24.6000 2.9948
106.8000 24.6000 
98.4000 25.0000 2.7274
98.8000 25.0000 2.8520
99.2000 25.0000 2.7740
99.6000 25.0000 2.8254
100.0000 25.0000 2.8365
100.4000 25.0000 2.8367
100.8000 25.0000 2.8200
101.2000 25.0000 2.7815
101.6000 25.0000 2.7547
102.0000 25.0000 2.8010
102.4000 25.0000 2.8053
102.8000 25.0000 2.7380
103.2000 25.0000 2.6605
103.6000 25.0000 2.6945
104.0000 25.0000 2.7001
104.4000 25.0000 2.8096
104.8000 25.0000 2.8282
105.2000 25.0000 2.8308
105.6000 25.0000 3.0007
106.0000 25.0000 2.9868
106.4000 25.0000 2.9224
106.8000 25.0000 
98.4000 25.4000 2.7222
98.8000 25.4000 2.6925
99.2000 25.4000 2.8440
99.6000 25.4000 2.9166
100.0000 25.4000 2.7703
100.4000 25.4000 2.8173
100.8000 25.4000 2.8132
101.2000 25.4000 2.7705
101.6000 25.4000 2.8149
102.0000 25.4000 2.8898
102.4000 25.4000 2.8226
102.8000 25.4000 2.8328
103.2000 25.4000 2.8942
103.6000 25.4000 2.8077
104.0000 25.4000 2.7097
104.4000 25.4000 2.7855
104.8000 25.4000 2.8301
105.2000 25.4000 2.7965
105.6000 25.4000 2.8394
106.0000 25.4000 2.8488
106.4000 25.4000 2.9835
106.8000 25.4000 
98.4000 25.8000 
98.8000 25.8000 2.9129
99.2000 25.8000 2.9627
99.6000 25.8000 2.8730
100.0000 25.8000 2.7942
100.4000 25.8000 2.8471
100.8000 25.8000 2.9129
101.2000 25.8000 2.8793
101.6000 25.8000 2.9180
102.0000 25.8000 2.9385
102.4000 25.8000 2.7670
102.8000 25.8000 2.7199
103.2000 25.8000 2.8009
103.6000 25.8000 2.8042
104.0000 25.8000 2.7247
104.4000 25.8000 2.7929
