  1   1   23.368085  106.845513  0.048755
  2   2   23.684612  106.845513  0.140643
  3   3   24.001855  106.845513  0.210078
  4   4   24.319824  106.845513  0.152326
  5   5   24.638526  106.845513  0.154628
  6   6   24.957972  106.845513  0.195789
  7   7   25.278169  106.845513  0.142049
  8   8   25.599128  106.845513  0.124144
  9   9   25.920857  106.845513  0.116754
 10  10   26.243365  106.845513  0.115536
 11  11   26.566661  106.845513  0.120834
 12  12   26.890755  106.845513  0.170171
 13  13   27.215655  106.845513  0.189116
 14  14   27.541370  106.845513  0.183042
 15  15   27.867910  106.845513  0.155149
 16  16   28.195283  106.845513  0.148333
 17  17   28.523499  106.845513  0.175406
 18  18   28.852567  106.845513  0.150790
 19  19   29.182495  106.845513  0.066304
 20  20   29.513293  106.845513  0.000000
 21  21   23.402122  106.533890  0.204133
 22  22   23.719001  106.533890  0.403248
 23  23   24.036593  106.533890  0.383295
 24  24   24.354906  106.533890  0.409186
 25  25   24.673949  106.533890  0.368033
 26  26   24.993732  106.533890  0.427065
 27  27   25.314264  106.533890  0.382508
 28  28   25.635553  106.533890  0.388270
 29  29   25.957608  106.533890  0.365119
 30  30   26.280438  106.533890  0.380167
 31  31   26.604053  106.533890  0.390198
 32  32   26.928461  106.533890  0.413258
 33  33   27.253672  106.533890  0.413363
 34  34   27.579694  106.533890  0.434655
 35  35   27.906536  106.533890  0.380395
 36  36   28.234207  106.533890  0.385224
 37  37   28.562716  106.533890  0.441324
 38  38   28.892073  106.533890  0.419591
 39  39   29.222286  106.533890  0.046235
 40  40   29.553364  106.533890  0.000000
 41  41   23.435477  106.222708  0.298656
 42  42   23.752701  106.222708  0.459751
 43  43   24.070633  106.222708  0.427161
 44  44   24.389284  106.222708  0.441427
 45  45   24.708661  106.222708  0.480630
 46  46   25.028774  106.222708  0.452133
 47  47   25.349633  106.222708  0.466932
 48  48   25.671244  106.222708  0.465159
 49  49   25.993619  106.222708  0.448238
 50  50   26.316765  106.222708  0.430079
 51  51   26.640691  106.222708  0.453078
 52  52   26.965407  106.222708  0.504130
 53  53   27.290921  106.222708  0.497052
 54  54   27.617243  106.222708  0.478688
 55  55   27.944380  106.222708  0.438968
 56  56   28.272342  106.222708  0.469892
 57  57   28.601139  106.222708  0.448334
 58  58   28.930778  106.222708  0.409992
 59  59   29.261269  106.222708  0.041594
 60  60   29.592621  106.222708  0.000000
 61  61   23.468155  105.911957  0.314556
 62  62   23.785715  105.911957  0.446745
 63  63   24.103981  105.911957  0.482188
 64  64   24.422961  105.911957  0.503419
 65  65   24.742665  105.911957  0.512234
 66  66   25.063102  105.911957  0.519795
 67  67   25.384279  105.911957  0.538369
 68  68   25.706207  105.911957  0.528414
 69  69   26.028894  105.911957  0.504292
 70  70   26.352348  105.911957  0.476307
 71  71   26.676580  105.911957  0.537836
 72  72   27.001596  105.911957  0.537492
 73  73   27.327407  105.911957  0.545843
 74  74   27.654022  105.911957  0.510395
 75  75   27.981448  105.911957  0.470918
 76  76   28.309695  105.911957  0.492804
 77  77   28.638772  105.911957  0.472134
 78  78   28.968688  105.911957  0.387062
 79  79   29.299451  105.911957  0.043092
 80  80   29.631070  105.911957  0.000000
 81  81   23.182962  105.601630  0.038711
 82  82   23.500157  105.601630  0.348329
 83  83   23.818047  105.601630  0.435537
 84  84   24.136639  105.601630  0.506460
 85  85   24.455942  105.601630  0.541925
 86  86   24.775966  105.601630  0.567809
 87  87   25.096718  105.601630  0.567891
 88  88   25.418208  105.601630  0.566039
 89  89   25.740445  105.601630  0.565889
 90  90   26.063437  105.601630  0.551622
 91  91   26.387193  105.601630  0.542759
 92  92   26.711722  105.601630  0.578942
 93  93   27.037033  105.601630  0.564661
 94  94   27.363134  105.601630  0.559072
 95  95   27.690035  105.601630  0.533469
 96  96   28.017743  105.601630  0.497381
 97  97   28.346269  105.601630  0.483772
 98  98   28.675620  105.601630  0.468435
 99  99   29.005805  105.601630  0.307881
100 100   29.336834  105.601630  0.017166
101 101   29.668715  105.601630  0.000000
102 102   23.213968  105.291718  0.256497
103 103   23.531489  105.291718  0.424807
104 104   23.849700  105.291718  0.495581
105 105   24.168611  105.291718  0.551004
106 106   24.488230  105.291718  0.602546
107 107   24.808566  105.291718  0.624352
108 108   25.129627  105.291718  0.613256
109 109   25.451423  105.291718  0.615964
110 110   25.773961  105.291718  0.608898
111 111   26.097252  105.291718  0.612590
112 112   26.421303  105.291718  0.587381
113 113   26.746123  105.291718  0.573688
114 114   27.071721  105.291718  0.581303
115 115   27.398106  105.291718  0.557359
116 116   27.725286  105.291718  0.537090
117 117   28.053270  105.291718  0.504646
118 118   28.382068  105.291718  0.472213
119 119   28.711687  105.291718  0.380003
120 120   29.042136  105.291718  0.262392
121 121   29.373424  105.291718  0.005124
122 122   29.705560  105.291718  0.000000
123 123   23.244313  104.982215  0.256536
124 124   23.562151  104.982215  0.479872
125 125   23.880678  104.982215  0.537451
126 126   24.199900  104.982215  0.600188
127 127   24.519828  104.982215  0.645545
128 128   24.840469  104.982215  0.642399
129 129   25.161832  104.982215  0.651831
130 130   25.483926  104.982215  0.637982
131 131   25.806760  104.982215  0.621052
132 132   26.130342  104.982215  0.627541
133 133   26.454681  104.982215  0.607864
134 134   26.779785  104.982215  0.583274
135 135   27.105664  104.982215  0.566238
136 136   27.432326  104.982215  0.534268
137 137   27.759780  104.982215  0.541581
138 138   28.088034  104.982215  0.497170
139 139   28.417096  104.982215  0.442753
140 140   28.746977  104.982215  0.350346
141 141   29.077683  104.982215  0.102025
142 142   29.409225  104.982215  0.001551
143 143   23.274000  104.673113  0.290950
144 144   23.592149  104.673113  0.536832
145 145   23.910983  104.673113  0.590528
146 146   24.230510  104.673113  0.641233
147 147   24.550739  104.673113  0.641608
148 148   24.871678  104.673113  0.651928
149 149   25.193336  104.673113  0.668339
150 150   25.515722  104.673113  0.651597
151 151   25.838844  104.673113  0.655486
152 152   26.162711  104.673113  0.641030
153 153   26.487331  104.673113  0.617178
154 154   26.812714  104.673113  0.601951
155 155   27.138867  104.673113  0.581413
156 156   27.465799  104.673113  0.552924
157 157   27.793520  104.673113  0.516988
158 158   28.122037  104.673113  0.457177
159 159   28.451359  104.673113  0.354498
160 160   28.781494  104.673113  0.265853
161 161   29.112452  104.673113  0.062148
162 162   29.444241  104.673113  0.000314
163 163   23.303032  104.364402  0.326318
164 164   23.621485  104.364402  0.537313
165 165   23.940619  104.364402  0.613044
166 166   24.260444  104.364402  0.639813
167 167   24.580967  104.364402  0.641245
168 168   24.902198  104.364402  0.662651
169 169   25.224144  104.364402  0.658194
170 170   25.546814  104.364402  0.653814
171 171   25.870218  104.364402  0.661714
172 172   26.194363  104.364402  0.640557
173 173   26.519258  104.364402  0.623852
174 174   26.844912  104.364402  0.610043
175 175   27.171333  104.364402  0.582091
176 176   27.498529  104.364402  0.533167
177 177   27.826510  104.364402  0.472893
178 178   28.155284  104.364402  0.380870
179 179   28.484859  104.364402  0.281529
180 180   28.815243  104.364402  0.136351
181 181   29.146447  104.364402  0.050584
182 182   29.478477  104.364402  0.000007
183 183   23.331413  104.056076  0.369685
184 184   23.650162  104.056076  0.591749
185 185   23.969590  104.056076  0.639998
186 186   24.289705  104.056076  0.647041
187 187   24.610515  104.056076  0.665528
188 188   24.932030  104.056076  0.656614
189 189   25.254258  104.056076  0.658698
190 190   25.577206  104.056076  0.660504
191 191   25.900885  104.056076  0.651064
192 192   26.225301  104.056076  0.644275
193 193   26.550464  104.056076  0.628873
194 194   26.876383  104.056076  0.600116
195 195   27.203065  104.056076  0.578590
