  1   1  0.039846
  2   2  0.140203
  3   3  0.147562
  4   4  0.161301
  5   5  0.165436
  6   6  0.187995
  7   7  0.173561
  8   8  0.163120
  9   9  0.191413
 10  10  0.207436
 11  11  0.169287
 12  12  0.048044
 13  13  0.168747
 14  14  0.297469
 15  15  0.301412
 16  16  0.305249
 17  17  0.323001
 18  18  0.361576
 19  19  0.357052
 20  20  0.391985
 21  21  0.431233
 22  22  0.426520
 23  23  0.364524
 24  24  0.069302
 25  25  0.191133
 26  26  0.289249
 27  27  0.347531
 28  28  0.364022
 29  29  0.408344
 30  30  0.433445
 31  31  0.440710
 32  32  0.446825
 33  33  0.457219
 34  34  0.420444
 35  35  0.338149
 36  36  0.044084
 37  37  0.194820
 38  38  0.340309
 39  39  0.403717
 40  40  0.429101
 41  41  0.464513
 42  42  0.499885
 43  43  0.489380
 44  44  0.477970
 45  45  0.475552
 46  46  0.404317
 47  47  0.251809
 48  48  0.015975
 49  49  0.238446
 50  50  0.398289
 51  51  0.455796
 52  52  0.501602
 53  53  0.520895
 54  54  0.541308
 55  55  0.528024
 56  56  0.505483
 57  57  0.453234
 58  58  0.347782
 59  59  0.157036
 60  60  0.007385
 61  61  0.261008
 62  62  0.445268
 63  63  0.506847
 64  64  0.538619
 65  65  0.558941
 66  66  0.557627
 67  67  0.544345
 68  68  0.512777
 69  69  0.409842
 70  70  0.246274
 71  71  0.110637
 72  72  0.003653
 73  73  0.297373
 74  74  0.479837
 75  75  0.532238
 76  76  0.564030
 77  77  0.569415
 78  78  0.560006
 79  79  0.533231
 80  80  0.490683
 81  81  0.388722
 82  82  0.194018
 83  83  0.096384
 84  84  0.001569
 85  85  0.314125
 86  86  0.505580
 87  87  0.551747
 88  88  0.569423
 89  89  0.563512
 90  90  0.543097
 91  91  0.501052
 92  92  0.427169
 93  93  0.281587
 94  94  0.179513
 95  95  0.085192
 96  96  0.000189
 97  97  0.311403
 98  98  0.505500
 99  99  0.546568
100 100  0.561024
101 101  0.548325
102 102  0.499993
103 103  0.443299
104 104  0.363044
105 105  0.261604
106 106  0.183520
107 107  0.070707
108 108  0.000000
109 109  0.308202
110 110  0.510911
111 111  0.544684
112 112  0.550405
113 113  0.518984
114 114  0.481618
115 115  0.431170
116 116  0.372565
117 117  0.319671
118 118  0.207635
119 119  0.056960
120 120  0.000000
121 121  0.298262
122 122  0.492598
123 123  0.536441
124 124  0.528894
125 125  0.517959
126 126  0.483724
127 127  0.456944
128 128  0.405172
129 129  0.324123
130 130  0.169644
131 131  0.046321
132 132  0.071127
133 133  0.392193
134 134  0.484849
135 135  0.513585
136 136  0.536868
137 137  0.503895
138 138  0.488101
139 139  0.458509
140 140  0.415898
141 141  0.311522
142 142  0.201853
143 143  0.042488
144 144  0.236304
145 145  0.406637
146 146  0.445549
147 147  0.501776
148 148  0.509211
149 149  0.497397
150 150  0.460610
151 151  0.446347
152 152  0.383767
153 153  0.327598
154 154  0.258650
155 155  0.031709
156 156  0.157100
157 157  0.367934
158 158  0.405161
159 159  0.468493
160 160  0.476379
161 161  0.439800
162 162  0.442827
163 163  0.411487
164 164  0.359098
165 165  0.334452
166 166  0.225972
167 167  0.022042
168 168  0.108061
169 169  0.280464
170 170  0.344546
171 171  0.395656
172 172  0.406873
173 173  0.363925
174 174  0.381968
175 175  0.376196
176 176  0.337573
177 177  0.334231
178 178  0.291529
179 179  0.014411
180 180  0.049679
181 181  0.181552
182 182  0.324042
183 183  0.387214
184 184  0.327488
185 185  0.220084
186 186  0.226779
187 187  0.228362
188 188  0.262787
189 189  0.237170
190 190  0.197971
191 191  0.008517
192 192  0.006324
193 193  0.067616
194 194  0.151169
195 195  0.146413
196 196  0.093477
197 197  0.061889
198 198  0.053695
199 199  0.051381
200 200  0.062706
201 201  0.022699
202 202  0.014856
203 203  0.000000
