


                  RAYLEIGH WAVE      MODE #  0

                           FREQ          PHASE VEL
              2420    0.3523559570     2.7750281512
              2421    0.3522949219     2.7750415222
              2422    0.3522338867     2.7750549037
              2423    0.3521728516     2.7750682957
              2424    0.3521118164     2.7750816981
              2425    0.3520507812     2.7750951110
              2426    0.3519897461     2.7751085343
              2427    0.3519287109     2.7751219683
              2428    0.3518676758     2.7751354125
              2429    0.3518066406     2.7751488674
              2430    0.3517456055     2.7751623327
              2431    0.3516845703     2.7751758086
              2432    0.3516235352     2.7751892952
              2433    0.3515625000     2.7752027920
              2434    0.3515014648     2.7752162995
              2435    0.3514404297     2.7752298177
              2436    0.3513793945     2.7752433463
              2437    0.3513183594     2.7752568855
              2438    0.3512573242     2.7752704352
              2439    0.3511962891     2.7752839957
              2440    0.3511352539     2.7752975666
              2441    0.3510742188     2.7753111482
              2442    0.3510131836     2.7753247404
              2443    0.3509521484     2.7753383432
              2444    0.3508911133     2.7753519566
              2445    0.3508300781     2.7753655807
              2446    0.3507690430     2.7753792155
              2447    0.3507080078     2.7753928609
              2448    0.3506469727     2.7754065169
              2449    0.3505859375     2.7754201837
              2450    0.3505249023     2.7754338611
              2451    0.3504638672     2.7754475492
              2452    0.3504028320     2.7754612481
              2453    0.3503417969     2.7754749575
              2454    0.3502807617     2.7754886777
              2455    0.3502197266     2.7755024087
              2456    0.3501586914     2.7755161503
              2457    0.3500976562     2.7755299028
              2458    0.3500366211     2.7755436659
              2459    0.3499755859     2.7755574398
              2460    0.3499145508     2.7755712245
              2461    0.3498535156     2.7755850200
              2462    0.3497924805     2.7755988262
              2463    0.3497314453     2.7756126434
              2464    0.3496704102     2.7756264711
              2465    0.3496093750     2.7756403098
              2466    0.3495483398     2.7756541592
              2467    0.3494873047     2.7756680195
              2468    0.3494262695     2.7756818906
              2469    0.3493652344     2.7756957726
              2470    0.3493041992     2.7757096654
              2471    0.3492431641     2.7757235691
              2472    0.3491821289     2.7757374836
              2473    0.3491210938     2.7757514090
              2474    0.3490600586     2.7757653453
              2475    0.3489990234     2.7757792925
              2476    0.3489379883     2.7757932507
              2477    0.3488769531     2.7758072196
              2478    0.3488159180     2.7758211995
              2479    0.3487548828     2.7758351904
              2480    0.3486938477     2.7758491922
              2481    0.3486328125     2.7758632049
              2482    0.3485717773     2.7758772287
              2483    0.3485107422     2.7758912633
              2484    0.3484497070     2.7759053089
              2485    0.3483886719     2.7759193655
              2486    0.3483276367     2.7759334331
              2487    0.3482666016     2.7759475116
              2488    0.3482055664     2.7759616013
              2489    0.3481445312     2.7759757018
              2490    0.3480834961     2.7759898135
              2491    0.3480224609     2.7760039361
              2492    0.3479614258     2.7760180699
              2493    0.3479003906     2.7760322146
              2494    0.3478393555     2.7760463704
              2495    0.3477783203     2.7760605372
              2496    0.3477172852     2.7760747151
              2497    0.3476562500     2.7760889043
              2498    0.3475952148     2.7761031043
              2499    0.3475341797     2.7761173155
              2500    0.3474731445     2.7761315378
              2501    0.3474121094     2.7761457713
              2502    0.3473510742     2.7761600158
              2503    0.3472900391     2.7761742715
              2504    0.3472290039     2.7761885384
              2505    0.3471679688     2.7762028164
              2506    0.3471069336     2.7762171055
              2507    0.3470458984     2.7762314060
              2508    0.3469848633     2.7762457175
              2509    0.3469238281     2.7762600401
              2510    0.3468627930     2.7762743740
              2511    0.3468017578     2.7762887191
              2512    0.3467407227     2.7763030755
              2513    0.3466796875     2.7763174429
              2514    0.3466186523     2.7763318217
              2515    0.3465576172     2.7763462118
              2516    0.3464965820     2.7763606130
              2517    0.3464355469     2.7763750256
              2518    0.3463745117     2.7763894493
              2519    0.3463134766     2.7764038844
              2520    0.3462524414     2.7764183307
              2521    0.3461914062     2.7764327884
              2522    0.3461303711     2.7764472573
              2523    0.3460693359     2.7764617377
              2524    0.3460083008     2.7764762292
              2525    0.3459472656     2.7764907321
              2526    0.3458862305     2.7765052463
              2527    0.3458251953     2.7765197719
              2528    0.3457641602     2.7765343088
              2529    0.3457031250     2.7765488572
              2530    0.3456420898     2.7765634169
              2531    0.3455810547     2.7765779879
              2532    0.3455200195     2.7765925704
              2533    0.3454589844     2.7766071643
              2534    0.3453979492     2.7766217695
              2535    0.3453369141     2.7766363862
              2536    0.3452758789     2.7766510144
              2537    0.3452148438     2.7766656539
              2538    0.3451538086     2.7766803049
              2539    0.3450927734     2.7766949674
              2540    0.3450317383     2.7767096414
              2541    0.3449707031     2.7767243267
              2542    0.3449096680     2.7767390236
              2543    0.3448486328     2.7767537320
              2544    0.3447875977     2.7767684518
              2545    0.3447265625     2.7767831831
              2546    0.3446655273     2.7767979260
              2547    0.3446044922     2.7768126805
              2548    0.3445434570     2.7768274464
              2549    0.3444824219     2.7768422239
              2550    0.3444213867     2.7768570130
              2551    0.3443603516     2.7768718136
              2552    0.3442993164     2.7768866258
              2553    0.3442382812     2.7769014495
              2554    0.3441772461     2.7769162849
              2555    0.3441162109     2.7769311319
              2556    0.3440551758     2.7769459904
              2557    0.3439941406     2.7769608606
              2558    0.3439331055     2.7769757424
              2559    0.3438720703     2.7769906359
              2560    0.3438110352     2.7770055409
              2561    0.3437500000     2.7770204577
              2562    0.3436889648     2.7770353862
              2563    0.3436279297     2.7770503262
              2564    0.3435668945     2.7770652779
              2565    0.3435058594     2.7770802414
              2566    0.3434448242     2.7770952165
              2567    0.3433837891     2.7771102034
              2568    0.3433227539     2.7771252020
              2569    0.3432617188     2.7771402123
              2570    0.3432006836     2.7771552343
              2571    0.3431396484     2.7771702681
              2572    0.3430786133     2.7771853138
              2573    0.3430175781     2.7772003710
              2574    0.3429565430     2.7772154401
              2575    0.3428955078     2.7772305210
              2576    0.3428344727     2.7772456136
              2577    0.3427734375     2.7772607180
              2578    0.3427124023     2.7772758344
              2579    0.3426513672     2.7772909624
              2580    0.3425903320     2.7773061024
              2581    0.3425292969     2.7773212541
              2582    0.3424682617     2.7773364177
              2583    0.3424072266     2.7773515931
              2584    0.3423461914     2.7773667804
              2585    0.3422851562     2.7773819796
              2586    0.3422241211     2.7773971907
              2587    0.3421630859     2.7774124137
              2588    0.3421020508     2.7774276486
              2589    0.3420410156     2.7774428954
              2590    0.3419799805     2.7774581541
              2591    0.3419189453     2.7774734247
              2592    0.3418579102     2.7774887073
              2593    0.3417968750     2.7775040019
              2594    0.3417358398     2.7775193084
              2595    0.3416748047     2.7775346268
              2596    0.3416137695     2.7775499573
              2597    0.3415527344     2.7775652997
              2598    0.3414916992     2.7775806542
              2599    0.3414306641     2.7775960206
              2600    0.3413696289     2.7776113990
              2601    0.3413085938     2.7776267895
              2602    0.3412475586     2.7776421920
              2603    0.3411865234     2.7776576066
              2604    0.3411254883     2.7776730332
              2605    0.3410644531     2.7776884719
              2606    0.3410034180     2.7777039227
              2607    0.3409423828     2.7777193854
              2608    0.3408813477     2.7777348604
              2609    0.3408203125     2.7777503474
              2610    0.3407592773     2.7777658465
              2611    0.3406982422     2.7777813578
              2612    0.3406372070     2.7777968811
              2613    0.3405761719     2.7778124167
              2614    0.3405151367     2.7778279643
              2615    0.3404541016     2.7778435242
              2616    0.3403930664     2.7778590961
              2617    0.3403320312     2.7778746803
              2618    0.3402709961     2.7778902767
              2619    0.3402099609     2.7779058852
              2620    0.3401489258     2.7779215061
              2621    0.3400878906     2.7779371390
              2622    0.3400268555     2.7779527842
              2623    0.3399658203     2.7779684416
              2624    0.3399047852     2.7779841113
              2625    0.3398437500     2.7779997932
              2626    0.3397827148     2.7780154874
              2627    0.3397216797     2.7780311939
              2628    0.3396606445     2.7780469126
              2629    0.3395996094     2.7780626437
              2630    0.3395385742     2.7780783870
              2631    0.3394775391     2.7780941426
              2632    0.3394165039     2.7781099106
              2633    0.3393554688     2.7781256909
              2634    0.3392944336     2.7781414836
              2635    0.3392333984     2.7781572885
              2636    0.3391723633     2.7781731059
              2637    0.3391113281     2.7781889356
              2638    0.3390502930     2.7782047777
              2639    0.3389892578     2.7782206322
              2640    0.3389282227     2.7782364991
              2641    0.3388671875     2.7782523784
              2642    0.3388061523     2.7782682701
              2643    0.3387451172     2.7782841743
              2644    0.3386840820     2.7783000908
              2645    0.3386230469     2.7783160199
              2646    0.3385620117     2.7783319613
              2647    0.3385009766     2.7783479153
              2648    0.3384399414     2.7783638817
              2649    0.3383789062     2.7783798606
              2650    0.3383178711     2.7783958520
              2651    0.3382568359     2.7784118560
              2652    0.3381958008     2.7784278724
              2653    0.3381347656     2.7784439013
              2654    0.3380737305     2.7784599428
              2655    0.3380126953     2.7784759970
              2656    0.3379516602     2.7784920635
              2657    0.3378906250     2.7785081426
              2658    0.3378295898     2.7785242344
              2659    0.3377685547     2.7785403386
              2660    0.3377075195     2.7785564557
              2661    0.3376464844     2.7785725851
              2662    0.3375854492     2.7785887272
              2663    0.3375244141     2.7786048819
              2664    0.3374633789     2.7786210493
              2665    0.3374023438     2.7786372293
              2666    0.3373413086     2.7786534221
              2667    0.3372802734     2.7786696274
              2668    0.3372192383     2.7786858454
              2669    0.3371582031     2.7787020761
              2670    0.3370971680     2.7787183194
              2671    0.3370361328     2.7787345755
              2672    0.3369750977     2.7787508443
              2673    0.3369140625     2.7787671259
              2674    0.3368530273     2.7787834201
              2675    0.3367919922     2.7787997272
              2676    0.3367309570     2.7788160469
              2677    0.3366699219     2.7788323794
              2678    0.3366088867     2.7788487247
              2679    0.3365478516     2.7788650828
              2680    0.3364868164     2.7788814536
              2681    0.3364257812     2.7788978374
              2682    0.3363647461     2.7789142338
              2683    0.3363037109     2.7789306431
              2684    0.3362426758     2.7789470652
              2685    0.3361816406     2.7789635002
              2686    0.3361206055     2.7789799480
              2687    0.3360595703     2.7789964087
              2688    0.3359985352     2.7790128824
              2689    0.3359375000     2.7790293688
              2690    0.3358764648     2.7790458681
              2691    0.3358154297     2.7790623804
              2692    0.3357543945     2.7790789055
              2693    0.3356933594     2.7790954436
              2694    0.3356323242     2.7791119946
              2695    0.3355712891     2.7791285586
              2696    0.3355102539     2.7791451355
              2697    0.3354492188     2.7791617254
              2698    0.3353881836     2.7791783282
              2699    0.3353271484     2.7791949441
              2700    0.3352661133     2.7792115729
              2701    0.3352050781     2.7792282147
              2702    0.3351440430     2.7792448696
              2703    0.3350830078     2.7792615375
              2704    0.3350219727     2.7792782185
              2705    0.3349609375     2.7792949123
              2706    0.3348999023     2.7793116193
              2707    0.3348388672     2.7793283394
              2708    0.3347778320     2.7793450726
              2709    0.3347167969     2.7793618188
              2710    0.3346557617     2.7793785782
              2711    0.3345947266     2.7793953506
              2712    0.3345336914     2.7794121362
              2713    0.3344726562     2.7794289349
              2714    0.3344116211     2.7794457466
              2715    0.3343505859     2.7794625716
              2716    0.3342895508     2.7794794097
              2717    0.3342285156     2.7794962610
              2718    0.3341674805     2.7795131255
              2719    0.3341064453     2.7795300032
              2720    0.3340454102     2.7795468940
              2721    0.3339843750     2.7795637981
              2722    0.3339233398     2.7795807154
              2723    0.3338623047     2.7795976459
              2724    0.3338012695     2.7796145897
              2725    0.3337402344     2.7796315467
              2726    0.3336791992     2.7796485170
              2727    0.3336181641     2.7796655005
              2728    0.3335571289     2.7796824974
              2729    0.3334960938     2.7796995075
              2730    0.3334350586     2.7797165309
              2731    0.3333740234     2.7797335677
              2732    0.3333129883     2.7797506177
              2733    0.3332519531     2.7797676811
              2734    0.3331909180     2.7797847578
              2735    0.3331298828     2.7798018479
              2736    0.3330688477     2.7798189514
              2737    0.3330078125     2.7798360682
              2738    0.3329467773     2.7798531984
              2739    0.3328857422     2.7798703420
              2740    0.3328247070     2.7798874990
              2741    0.3327636719     2.7799046695
              2742    0.3327026367     2.7799218533
              2743    0.3326416016     2.7799390507
              2744    0.3325805664     2.7799562614
              2745    0.3325195312     2.7799734856
              2746    0.3324584961     2.7799907233
              2747    0.3323974609     2.7800079745
              2748    0.3323364258     2.7800252391
              2749    0.3322753906     2.7800425173
              2750    0.3322143555     2.7800598089
              2751    0.3321533203     2.7800771142
              2752    0.3320922852     2.7800944330
              2753    0.3320312500     2.7801117651
              2754    0.3319702148     2.7801291109
              2755    0.3319091797     2.7801464704
              2756    0.3318481445     2.7801638433
              2757    0.3317871094     2.7801812298
              2758    0.3317260742     2.7801986300
              2759    0.3316650391     2.7802160437
              2760    0.3316040039     2.7802334712
              2761    0.3315429688     2.7802509121
              2762    0.3314819336     2.7802683667
              2763    0.3314208984     2.7802858350
              2764    0.3313598633     2.7803033171
              2765    0.3312988281     2.7803208126
              2766    0.3312377930     2.7803383219
              2767    0.3311767578     2.7803558449
              2768    0.3311157227     2.7803733816
              2769    0.3310546875     2.7803909320
              2770    0.3309936523     2.7804084961
              2771    0.3309326172     2.7804260740
              2772    0.3308715820     2.7804436656
              2773    0.3308105469     2.7804612711
              2774    0.3307495117     2.7804788901
              2775    0.3306884766     2.7804965231
              2776    0.3306274414     2.7805141697
              2777    0.3305664062     2.7805318302
              2778    0.3305053711     2.7805495045
              2779    0.3304443359     2.7805671928
              2780    0.3303833008     2.7805848946
              2781    0.3303222656     2.7806026105
              2782    0.3302612305     2.7806203402
              2783    0.3302001953     2.7806380838
              2784    0.3301391602     2.7806558411
              2785    0.3300781250     2.7806736124
              2786    0.3300170898     2.7806913975
              2787    0.3299560547     2.7807091967
              2788    0.3298950195     2.7807270096
              2789    0.3298339844     2.7807448366
              2790    0.3297729492     2.7807626775
              2791    0.3297119141     2.7807805323
              2792    0.3296508789     2.7807984011
              2793    0.3295898438     2.7808162839
              2794    0.3295288086     2.7808341806
              2795    0.3294677734     2.7808520914
              2796    0.3294067383     2.7808700161
              2797    0.3293457031     2.7808879549
              2798    0.3292846680     2.7809059077
              2799    0.3292236328     2.7809238745
              2800    0.3291625977     2.7809418554
              2801    0.3291015625     2.7809598504
              2802    0.3290405273     2.7809778594
              2803    0.3289794922     2.7809958825
              2804    0.3289184570     2.7810139197
              2805    0.3288574219     2.7810319711
              2806    0.3287963867     2.7810500364
              2807    0.3287353516     2.7810681159
              2808    0.3286743164     2.7810862096
              2809    0.3286132812     2.7811043176
              2810    0.3285522461     2.7811224394
              2811    0.3284912109     2.7811405757
              2812    0.3284301758     2.7811587259
              2813    0.3283691406     2.7811768905
              2814    0.3283081055     2.7811950692
              2815    0.3282470703     2.7812132621
              2816    0.3281860352     2.7812314693
              2817    0.3281250000     2.7812496907
              2818    0.3280639648     2.7812679264
              2819    0.3280029297     2.7812861763
              2820    0.3279418945     2.7813044405
              2821    0.3278808594     2.7813227189
              2822    0.3278198242     2.7813410118
              2823    0.3277587891     2.7813593188
              2824    0.3276977539     2.7813776401
              2825    0.3276367188     2.7813959758
              2826    0.3275756836     2.7814143259
              2827    0.3275146484     2.7814326903
              2828    0.3274536133     2.7814510691
              2829    0.3273925781     2.7814694621
              2830    0.3273315430     2.7814878696
              2831    0.3272705078     2.7815062915
              2832    0.3272094727     2.7815247278
              2833    0.3271484375     2.7815431785
              2834    0.3270874023     2.7815616437
              2835    0.3270263672     2.7815801233
              2836    0.3269653320     2.7815986173
              2837    0.3269042969     2.7816171258
              2838    0.3268432617     2.7816356487
              2839    0.3267822266     2.7816541863
              2840    0.3267211914     2.7816727381
              2841    0.3266601562     2.7816913045
              2842    0.3265991211     2.7817098855
              2843    0.3265380859     2.7817284810
              2844    0.3264770508     2.7817470910
              2845    0.3264160156     2.7817657156
              2846    0.3263549805     2.7817843547
              2847    0.3262939453     2.7818030084
              2848    0.3262329102     2.7818216767
              2849    0.3261718750     2.7818403596
              2850    0.3261108398     2.7818590571
              2851    0.3260498047     2.7818777693
              2852    0.3259887695     2.7818964959
              2853    0.3259277344     2.7819152373
              2854    0.3258666992     2.7819339935
              2855    0.3258056641     2.7819527642
              2856    0.3257446289     2.7819715494
              2857    0.3256835938     2.7819903496
              2858    0.3256225586     2.7820091643
              2859    0.3255615234     2.7820279937
              2860    0.3255004883     2.7820468379
              2861    0.3254394531     2.7820656969
              2862    0.3253784180     2.7820845705
              2863    0.3253173828     2.7821034590
              2864    0.3252563477     2.7821223621
              2865    0.3251953125     2.7821412801
              2866    0.3251342773     2.7821602129
              2867    0.3250732422     2.7821791604
              2868    0.3250122070     2.7821981228
              2869    0.3249511719     2.7822171000
              2870    0.3248901367     2.7822360922
              2871    0.3248291016     2.7822550989
              2872    0.3247680664     2.7822741207
              2873    0.3247070312     2.7822931573
              2874    0.3246459961     2.7823122088
              2875    0.3245849609     2.7823312752
              2876    0.3245239258     2.7823503565
              2877    0.3244628906     2.7823694527
              2878    0.3244018555     2.7823885640
              2879    0.3243408203     2.7824076900
              2880    0.3242797852     2.7824268310
              2881    0.3242187500     2.7824459870
              2882    0.3241577148     2.7824651579
              2883    0.3240966797     2.7824843439
              2884    0.3240356445     2.7825035449
              2885    0.3239746094     2.7825227608
              2886    0.3239135742     2.7825419918
              2887    0.3238525391     2.7825612378
              2888    0.3237915039     2.7825804989
              2889    0.3237304688     2.7825997750
              2890    0.3236694336     2.7826190662
              2891    0.3236083984     2.7826383725
              2892    0.3235473633     2.7826576939
              2893    0.3234863281     2.7826770303
              2894    0.3234252930     2.7826963819
              2895    0.3233642578     2.7827157486
              2896    0.3233032227     2.7827351306
              2897    0.3232421875     2.7827545275
              2898    0.3231811523     2.7827739396
              2899    0.3231201172     2.7827933670
              2900    0.3230590820     2.7828128095
              2901    0.3229980469     2.7828322672
              2902    0.3229370117     2.7828517402
              2903    0.3228759766     2.7828712283
              2904    0.3228149414     2.7828907317
              2905    0.3227539062     2.7829102505
              2906    0.3226928711     2.7829297842
              2907    0.3226318359     2.7829493334
              2908    0.3225708008     2.7829688979
              2909    0.3225097656     2.7829884776
              2910    0.3224487305     2.7830080727
              2911    0.3223876953     2.7830276829
              2912    0.3223266602     2.7830473086
              2913    0.3222656250     2.7830669496
              2914    0.3222045898     2.7830866060
              2915    0.3221435547     2.7831062779
              2916    0.3220825195     2.7831259648
              2917    0.3220214844     2.7831456673
              2918    0.3219604492     2.7831653852
              2919    0.3218994141     2.7831851185
              2920    0.3218383789     2.7832048673
              2921    0.3217773438     2.7832246314
              2922    0.3217163086     2.7832444111
              2923    0.3216552734     2.7832642061
              2924    0.3215942383     2.7832840168
              2925    0.3215332031     2.7833038427
              2926    0.3214721680     2.7833236842
              2927    0.3214111328     2.7833435413
              2928    0.3213500977     2.7833634138
              2929    0.3212890625     2.7833833019
              2930    0.3212280273     2.7834032055
              2931    0.3211669922     2.7834231247
              2932    0.3211059570     2.7834430595
              2933    0.3210449219     2.7834630099
              2934    0.3209838867     2.7834829757
              2935    0.3209228516     2.7835029572
              2936    0.3208618164     2.7835229544
              2937    0.3208007812     2.7835429671
              2938    0.3207397461     2.7835629956
              2939    0.3206787109     2.7835830397
              2940    0.3206176758     2.7836030995
              2941    0.3205566406     2.7836231749
              2942    0.3204956055     2.7836432660
              2943    0.3204345703     2.7836633726
              2944    0.3203735352     2.7836834951
              2945    0.3203125000     2.7837036334
              2946    0.3202514648     2.7837237873
              2947    0.3201904297     2.7837439570
              2948    0.3201293945     2.7837641425
              2949    0.3200683594     2.7837843438
              2950    0.3200073242     2.7838045608
              2951    0.3199462891     2.7838247937
              2952    0.3198852539     2.7838450423
              2953    0.3198242188     2.7838653068
              2954    0.3197631836     2.7838855872
              2955    0.3197021484     2.7839058832
              2956    0.3196411133     2.7839261953
              2957    0.3195800781     2.7839465233
              2958    0.3195190430     2.7839668669
              2959    0.3194580078     2.7839872266
              2960    0.3193969727     2.7840076022
              2961    0.3193359375     2.7840279937
              2962    0.3192749023     2.7840484011
              2963    0.3192138672     2.7840688245
              2964    0.3191528320     2.7840892639
              2965    0.3190917969     2.7841097191
              2966    0.3190307617     2.7841301904
              2967    0.3189697266     2.7841506777
              2968    0.3189086914     2.7841711810
              2969    0.3188476562     2.7841917003
              2970    0.3187866211     2.7842122356
              2971    0.3187255859     2.7842327870
              2972    0.3186645508     2.7842533545
              2973    0.3186035156     2.7842739381
              2974    0.3185424805     2.7842945377
              2975    0.3184814453     2.7843151534
              2976    0.3184204102     2.7843357851
              2977    0.3183593750     2.7843564331
              2978    0.3182983398     2.7843770971
              2979    0.3182373047     2.7843977773
              2980    0.3181762695     2.7844184736
              2981    0.3181152344     2.7844391863
              2982    0.3180541992     2.7844599150
              2983    0.3179931641     2.7844806598
              2984    0.3179321289     2.7845014209
              2985    0.3178710938     2.7845221982
              2986    0.3178100586     2.7845429919
              2987    0.3177490234     2.7845638016
              2988    0.3176879883     2.7845846276
              2989    0.3176269531     2.7846054700
              2990    0.3175659180     2.7846263286
              2991    0.3175048828     2.7846472035
              2992    0.3174438477     2.7846680947
              2993    0.3173828125     2.7846890022
              2994    0.3173217773     2.7847099262
              2995    0.3172607422     2.7847308663
              2996    0.3171997070     2.7847518229
              2997    0.3171386719     2.7847727958
              2998    0.3170776367     2.7847937852
              2999    0.3170166016     2.7848147909
              3000    0.3169555664     2.7848358130
              3001    0.3168945312     2.7848568516
              3002    0.3168334961     2.7848779066
              3003    0.3167724609     2.7848989781
              3004    0.3167114258     2.7849200659
              3005    0.3166503906     2.7849411703
              3006    0.3165893555     2.7849622911
              3007    0.3165283203     2.7849834285
              3008    0.3164672852     2.7850045823
              3009    0.3164062500     2.7850257527
              3010    0.3163452148     2.7850469398
              3011    0.3162841797     2.7850681431
              3012    0.3162231445     2.7850893631
              3013    0.3161621094     2.7851105999
              3014    0.3161010742     2.7851318529
              3015    0.3160400391     2.7851531227
              3016    0.3159790039     2.7851744091
              3017    0.3159179688     2.7851957122
              3018    0.3158569336     2.7852170318
              3019    0.3157958984     2.7852383682
              3020    0.3157348633     2.7852597211
              3021    0.3156738281     2.7852810909
              3022    0.3156127930     2.7853024771
              3023    0.3155517578     2.7853238802
              3024    0.3154907227     2.7853453001
              3025    0.3154296875     2.7853667366
              3026    0.3153686523     2.7853881898
              3027    0.3153076172     2.7854096598
              3028    0.3152465820     2.7854311465
              3029    0.3151855469     2.7854526501
              3030    0.3151245117     2.7854741703
              3031    0.3150634766     2.7854957075
              3032    0.3150024414     2.7855172614
              3033    0.3149414062     2.7855388322
              3034    0.3148803711     2.7855604199
              3035    0.3148193359     2.7855820244
              3036    0.3147583008     2.7856036457
              3037    0.3146972656     2.7856252840
              3038    0.3146362305     2.7856469391
              3039    0.3145751953     2.7856686112
              3040    0.3145141602     2.7856903001
              3041    0.3144531250     2.7857120061
              3042    0.3143920898     2.7857337289
              3043    0.3143310547     2.7857554687
              3044    0.3142700195     2.7857772255
              3045    0.3142089844     2.7857989993
              3046    0.3141479492     2.7858207901
              3047    0.3140869141     2.7858425979
              3048    0.3140258789     2.7858644228
              3049    0.3139648438     2.7858862646
              3050    0.3139038086     2.7859081237
              3051    0.3138427734     2.7859299996
              3052    0.3137817383     2.7859518926
              3053    0.3137207031     2.7859738028
              3054    0.3136596680     2.7859957301
              3055    0.3135986328     2.7860176746
              3056    0.3135375977     2.7860396362
              3057    0.3134765625     2.7860616147
              3058    0.3134155273     2.7860836105
              3059    0.3133544922     2.7861056235
              3060    0.3132934570     2.7861276537
              3061    0.3132324219     2.7861497012
              3062    0.3131713867     2.7861717657
              3063    0.3131103516     2.7861938475
              3064    0.3130493164     2.7862159466
              3065    0.3129882812     2.7862380629
              3066    0.3129272461     2.7862601965
              3067    0.3128662109     2.7862823474
              3068    0.3128051758     2.7863045157
              3069    0.3127441406     2.7863267010
              3070    0.3126831055     2.7863489039
              3071    0.3126220703     2.7863711239
              3072    0.3125610352     2.7863933613
              3073    0.3125000000     2.7864156162
              3074    0.3124389648     2.7864378883
              3075    0.3123779297     2.7864601779
              3076    0.3123168945     2.7864824849
              3077    0.3122558594     2.7865048093
              3078    0.3121948242     2.7865271511
              3079    0.3121337891     2.7865495103
              3080    0.3120727539     2.7865718870
              3081    0.3120117188     2.7865942812
              3082    0.3119506836     2.7866166928
              3083    0.3118896484     2.7866391220
              3084    0.3118286133     2.7866615686
              3085    0.3117675781     2.7866840328
              3086    0.3117065430     2.7867065145
              3087    0.3116455078     2.7867290137
              3088    0.3115844727     2.7867515305
              3089    0.3115234375     2.7867740649
              3090    0.3114624023     2.7867966169
              3091    0.3114013672     2.7868191864
              3092    0.3113403320     2.7868417736
              3093    0.3112792969     2.7868643784
              3094    0.3112182617     2.7868870008
              3095    0.3111572266     2.7869096409
              3096    0.3110961914     2.7869322987
              3097    0.3110351562     2.7869549741
              3098    0.3109741211     2.7869776673
              3099    0.3109130859     2.7870003781
              3100    0.3108520508     2.7870231067
              3101    0.3107910156     2.7870458530
              3102    0.3107299805     2.7870686171
              3103    0.3106689453     2.7870913989
              3104    0.3106079102     2.7871141985
              3105    0.3105468750     2.7871370159
              3106    0.3104858398     2.7871598511
              3107    0.3104248047     2.7871827041
              3108    0.3103637695     2.7872055750
              3109    0.3103027344     2.7872284636
              3110    0.3102416992     2.7872513702
              3111    0.3101806641     2.7872742946
              3112    0.3101196289     2.7872972369
              3113    0.3100585938     2.7873201971
              3114    0.3099975586     2.7873431753
              3115    0.3099365234     2.7873661713
              3116    0.3098754883     2.7873891853
              3117    0.3098144531     2.7874122172
              3118    0.3097534180     2.7874352672
              3119    0.3096923828     2.7874583351
              3120    0.3096313477     2.7874814209
              3121    0.3095703125     2.7875045249
              3122    0.3095092773     2.7875276468
              3123    0.3094482422     2.7875507868
              3124    0.3093872070     2.7875739448
              3125    0.3093261719     2.7875971208
              3126    0.3092651367     2.7876203150
              3127    0.3092041016     2.7876435273
              3128    0.3091430664     2.7876667576
              3129    0.3090820312     2.7876900061
              3130    0.3090209961     2.7877132727
              3131    0.3089599609     2.7877365575
              3132    0.3088989258     2.7877598604
              3133    0.3088378906     2.7877831815
              3134    0.3087768555     2.7878065209
              3135    0.3087158203     2.7878298783
              3136    0.3086547852     2.7878532541
              3137    0.3085937500     2.7878766480
              3138    0.3085327148     2.7879000602
              3139    0.3084716797     2.7879234907
              3140    0.3084106445     2.7879469394
              3141    0.3083496094     2.7879704064
              3142    0.3082885742     2.7879938918
              3143    0.3082275391     2.7880173954
              3144    0.3081665039     2.7880409174
              3145    0.3081054688     2.7880644577
              3146    0.3080444336     2.7880880164
              3147    0.3079833984     2.7881115934
              3148    0.3079223633     2.7881351889
              3149    0.3078613281     2.7881588027
              3150    0.3078002930     2.7881824349
              3151    0.3077392578     2.7882060856
              3152    0.3076782227     2.7882297547
              3153    0.3076171875     2.7882534423
              3154    0.3075561523     2.7882771484
              3155    0.3074951172     2.7883008729
              3156    0.3074340820     2.7883246159
              3157    0.3073730469     2.7883483775
              3158    0.3073120117     2.7883721576
              3159    0.3072509766     2.7883959562
              3160    0.3071899414     2.7884197734
              3161    0.3071289062     2.7884436091
              3162    0.3070678711     2.7884674634
              3163    0.3070068359     2.7884913364
              3164    0.3069458008     2.7885152279
              3165    0.3068847656     2.7885391381
              3166    0.3068237305     2.7885630669
              3167    0.3067626953     2.7885870143
              3168    0.3067016602     2.7886109805
              3169    0.3066406250     2.7886349653
              3170    0.3065795898     2.7886589688
              3171    0.3065185547     2.7886829910
              3172    0.3064575195     2.7887070320
              3173    0.3063964844     2.7887310917
              3174    0.3063354492     2.7887551701
              3175    0.3062744141     2.7887792674
              3176    0.3062133789     2.7888033834
              3177    0.3061523438     2.7888275182
              3178    0.3060913086     2.7888516718
              3179    0.3060302734     2.7888758442
              3180    0.3059692383     2.7889000355
              3181    0.3059082031     2.7889242457
              3182    0.3058471680     2.7889484747
              3183    0.3057861328     2.7889727226
              3184    0.3057250977     2.7889969894
              3185    0.3056640625     2.7890212751
              3186    0.3056030273     2.7890455797
              3187    0.3055419922     2.7890699033
              3188    0.3054809570     2.7890942459
              3189    0.3054199219     2.7891186074
              3190    0.3053588867     2.7891429879
              3191    0.3052978516     2.7891673874
              3192    0.3052368164     2.7891918059
              3193    0.3051757812     2.7892162434
              3194    0.3051147461     2.7892407000
