1 27.0242004395 105.860603333 27.8001995087 100.731903076 3.09721077572 1.96732289603 1
2 24.6674003601 104.896003723 29.1578006744 105.981399536 3.15559701416 4.52044755337 1
3 25.9150009155 104.9713974 25.2954006195 99.4136962891 3.02559027103 1.57349385318 1
4 28.3474006653 105.816596985 24.5256996155 99.6234970093 3.13660057052 10.0 1
5 25.8500003815 100.519996643 21.7240009308 101.627998352 3.11195085306 2.68238065125 1
6 23.9962997437 106.516998291 25.8696994781 102.455001831 3.11058619391 2.04159933569 1
7 25.2994003296 106.138900757 26.8658008575 99.3806991577 3.10164510283 10.0 1
8 23.706199646 106.42099762 25.8258991241 102.102996826 3.11727111262 3.05983179213 1
9 26.4552001953 99.1421966553 24.0767993927 104.374000549 3.04303676527 1.9626693526 1
10 28.3159008026 106.559501648 22.5837001801 99.6087036133 3.12872664165 5.33052506004 1
11 24.3511009216 105.85900116 28.2702007294 104.123298645 3.16258553225 1.32728229949 1
12 28.6476993561 105.677497864 24.2851009369 104.422996521 3.12610288612 2.60020574621 1
13 23.0536003113 106.95400238 25.2150001526 102.490997314 3.15742991814 6.61186908558 1
14 26.7373008728 99.1531982422 23.7019996643 103.23500061 3.03781844556 8.83482588709 1
15 24.7112007141 99.8798980713 23.297000885 100.751998901 2.92881775961 0.75029257261 1
16 29.0112991333 99.3554992676 26.3071994781 104.688598633 3.15840653313 7.34741255619 1
17 28.5606002808 100.351097107 24.9958000183 99.834602356 3.02203324375 0.525585363754 1
18 26.2005996704 99.1300964355 25.2061004639 104.072998047 3.03222987453 1.98499051004 1
19 25.0394992828 100.816001892 27.4405002594 104.866996765 3.06434156673 1.53564121927 1
20 28.1583003998 100.849502563 23.3278999329 105.439002991 3.12893158182 5.24590056512 1
21 28.3691005707 104.870796204 23.1816997528 102.785003662 3.10740043689 0.776919756054 1
22 25.5410003662 99.7279968262 24.0767993927 104.374000549 3.04157541051 6.1615228391 1
23 27.4057998657 106.440803528 26.9948997498 100.796897888 3.14929128907 1.55532868374 1
24 28.5499992371 106.094703674 21.6945991516 101.191001892 3.12768828195 10.0 1
25 28.8743000031 106.140701294 22.5753002167 100.266998291 3.10885621628 10.0 1
26 24.7623996735 101.240997314 27.4405002594 104.866996765 3.04945029978 0.476875019397 1
27 23.9962997437 106.516998291 25.8258991241 102.102996826 3.13437458642 1.83883110555 1
28 21.6972999573 100.032997131 23.7019996643 103.23500061 3.08071612495 1.90743629385 1
29 25.3089008331 106.601898193 23.1963996887 104.008003235 3.16351927533 1.4032930528 1
30 24.1874008179 106.198997498 25.5410003662 99.7279968262 3.0946346569 10.0 1
31 27.9706993103 106.126800537 23.4410991669 104.668998718 3.16232422168 2.86203131247 1
32 24.2999000549 105.056999207 28.2702007294 104.123298645 3.12362943108 1.96579427596 1
33 28.0415000916 105.771896362 22.8229999542 100.603996277 3.10575371115 3.32833254972 1
34 22.2649993896 100.042999268 28.2702007294 104.123298645 3.14451552548 10.0 1
35 23.7031993866 99.5712966919 24.0734004974 103.440002441 3.0464911633 4.76964279373 1
36 24.7084007263 100.198997498 23.7527999878 103.619003296 3.06769158115 5.35110426306 1
37 28.8743000031 106.140701294 27.3941993713 105.569900513 3.00255951147 0.794482664903 1
38 24.9036998749 98.6668014526 25.6494007111 104.308998108 3.04837637854 1.42810035761 1
39 24.8208007812 105.940597534 24.7084007263 100.198997498 3.07308220079 1.94784702754 1
40 28.2490005493 99.2929992676 24.6937999725 104.446899414 3.07636743439 2.74719757502 1
41 23.4375 106.289001465 25.7509002686 103.894996643 3.14467364199 1.04999368059 1
42 24.3511009216 105.85900116 28.6058006287 106.406402588 3.18900011063 0.802165135848 1
43 28.2383995056 105.18460083 28.4178009033 99.2549972534 3.11565918359 0.945600379463 1
44 25.0480003357 99.4801025391 26.4645996094 103.852996826 3.04173029267 2.00581204744 1
45 27.0242004395 105.860603333 23.2759990692 101.391998291 3.07319656466 1.15982221968 1
46 27.709400177 106.284500122 24.5548992157 99.0325012207 3.11405267609 10.0 1
47 29.1086006165 106.388000488 28.2490005493 99.2929992676 3.11710008699 9.35262077664 1
48 23.0228996277 106.600997925 24.0200996399 103.126998901 3.17538314207 1.26554630113 1
49 26.8404998779 99.8984985352 23.7719993591 105.968002319 3.12181737723 9.91818083908 1
50 28.0034008026 105.335700989 23.013999939 101.053001404 3.12514569125 4.96587235918 1
